CODE #,CODE TYPE,NARRATIVE,M/F
653C(A),PC,SX OFR:UNLAW ENT:ELDR FAC,M
1522.01(A),HS,REG SEX OFR FAIL DIS FACT,M
290.012(B),PC,SVP FAIL 90 DAY UPDATE,F
290.012(B),PC,SVP FAIL 90 DAY UPDATE,M
290.002,PC,290 VIOL OOS WK/STU IN CA,F
290.002,PC,290 VIOL OOS WK/STU IN CA,M
290.015,PC,290 VIOL POST INCARC,F
290.015,PC,290 VIOL POST INCARC,M
290.018(F),PC,290 VIOL SVP 90 DY UPDTE,F
290.018(F),PC,290 VIOL SVP 90 DY UPDTE,M
290.018(G),PC,290 VIOL TRAN 30 DY UPDTE,F
290.018(G),PC,290 VIOL TRAN 30 DY UPDTE,M
288.4(A)(1),PC,ARRANGE MTG W/MINOR,M
288.4(B),PC,ARRANGE/GO TO MTG W/MINOR,F
290(B),PC,FT/REG/ETC:FEL SEX OFF/PR,F
290(B),PC,FAIL REG/CHG ADD:SEX OFF,M
290.01,PC,REG FAIL RPT CONCURNT ADD,F
290.01,PC,REG FAIL RPT CONCURNT ADD,M
290.011(A),PC,TRAN FAIL 30 DAY UPDATE,M
290.011(A),PC,TRAN FAIL REG RLS CUSTODY,F
290.011(A),PC,TRAN FAIL REG RLS CUSTODY,M
290.011(B),PC,FAIL REG GAIN/LV RESID,F
290.011(B),PC,FAIL REG GAIN/LV RESID,M
290.011(C),PC,TRAN FAIL ANNUAL UPD,F
290.011(C),PC,TRAN FAIL ANNUAL UPD,M
290.011(D),PC,TRAN FAIL PRVD FORMS INFO,F
290.011(D),PC,TRAN FAIL PRVD FORMS INFO,M
290.011(F),PC,TRAN FAIL RPT OOS MOVE,F
290.011(F),PC,TRAN FAIL RPT OOS MOVE,M
290.012(A),PC,SX OFF FAIL ANNUAL UPDATE,F
290.012(A),PC,SX OFF FAIL ANNUAL UPDATE,M
290.012(C),PC,TRAN FAIL 30 DAY UPDATE,F
290.012(C),PC,TRAN FAIL 30 DAY UPDATE,M
290.013(A),PC,SEX REG FAIL RPT ADD CHG,F
290.013(A),PC,SEX REG FAIL RPT ADD CHG,M
290.014,PC,SEX REG FAIL RPT NAME CHG,F
290.014,PC,SEX REG FAIL RPT NAME CHG,M
290.018(A),PC,SEX OFFENDER FAIL REG/ETC,M
290.018(B),PC,FAIL REG W/FEL SEX OFF/PR,F
290.018(D),PC,MDSO FAIL TO REG,M
290.018(D),PC,MDSO FAIL TO REG:W/PRIOR,F
290.018(H),PC,REG FAIL PRVD PROOF RESID,M
289.6(A)(3),PC,ENGAGING SEX ACT W/INMATE,M
266C,PC,NDUCE SEX/ACT:FLS REP/ETC,M
286(B)(1),PC,SODOMY W/PERSON UNDER 18,M
286(E),PC,SDMY:WHILE IN PRISON/JAIL,M
289(C),PC,SEX PEN:NO CNSENT:MENTAL,M
290.006,PC,290 VIOL:SEXUAL GRAT/COMP,F
290.006,PC,290 VIOL:SEXUAL GRAT/COMP,M
653C(B),PC,ADVIS FAC ADMN:REG SEX OF,M
286(C)(2)(A),PC,SODOMY BY FORCE/VIOL/FEAR,F
286(C)(2)(B),PC,SODOMY BY FORCE/VIOL -14,F
286(C)(2)(C),PC,SODOMY BY FORCE/VIOL +14,F
286(D)(1),PC,SODOMY IN CONCERT W/FORCE,F
290.85(B),PC,SEX REG PAROLE:PROOF REG,M
286(J),PC,SODOMY:VICT KNOWS PERSON,F
290.013(B),PC,SEX REG PRVD TEMP ADD CHG,F
290.95(A),PC,FAIL RPT SEX REG STATUS,M
18 2421,US,TRNSPRT PRSN F/SEX ACTVTY,F
287(B)(1),PC,ORAL COPULATION:-18 YRS,F
287(B)(1),PC,ORAL COPULATION:-18 YRS,M
287(B)(2),PC,ORAL COPULATION:-16 YRS,F
287(C)(1),PC,ORAL COPULATION:-14 YRS,F
287(C)(2)(A),PC,ORAL COP:USE FORCE/INJURY,F
287(C)(2)(B),PC,ORAL COP:-14 FORCE/INJURY,F
287(C)(2)(C),PC,ORAL COP:14+ FORCE/INJURY,F
287(D)(1)(A),PC,ORAL COP IN CONCRT W/FORC,F
287(D)(1)(B),PC,ORAL COP CONCERT:THREAT,F
287(D)(1)(C),PC,ORAL COP CNCRT:VIC INCAPB,F
287(D)(2),PC,ORAL COP:CONCRT:FORCE -14,F
287(E),PC,ORAL COP:IN PRISON/JAIL,F
287(E),PC,ORAL COP:IN PRISON/JAIL,M
287(F),PC,ORAL COP:VIC UNCON OF ACT,F
287(G),PC,ORAL COP:VIC INCAP CONSNT,F
287(H),PC,ORAL COP:VIC IN STATE HOS,F
287(H),PC,ORAL COP:VIC IN STATE HOS,M
287(I),PC,ORAL COP:VICTIM INTOX/ETC,F
287(J),PC,ORAL COP:BY IMPERSONATION,F
287(K),PC,ORAL COP:THRT ARR/DEPORT,F
287(F)(1),PC,ORAL COP:VIC UNCON/ASLEEP,F
287(F)(2),PC,ORAL COP:VIC UNAWARE,F
287(F)(3),PC,ORAL COP:PERP FRAUD,F
287(F)(4),PC,ORAL COP:FRAUD PROF PURP,F
289.5(A),PC,FLEE TO CA TO AVD SEX OFF,M
289.6(A)(2),PC,OFCR SEX W/CONF CONS ADLT,M
289.6(A)(3),PC,EMPLOYEE SEX ACT W/INMATE,F
3003.6(A)(2),PC,SEX OFR WORK W/JUV WARD,M
647(A),PC,SOLICIT LEWD ACT IN PUBLC,M
647(D),PC,LOITR PUB TOILET LEWD ACT,M
289(B),PC,SEX PEN VICT INCPBL CNSNT,F
289(C),PC,SEX PEN INCAP CONS MENTAL,F
286(I),PC,SODOMY VICT INTOX/DRUGGED,F
261.5(C),PC,SEX W/MINOR:3+ YRS YOUNGR,M
288(C)(1),PC,L&L W/CHILD 14 OR 15 YRS,F
289.6(A)(2),PC,OFCR SEX W/CONF CONS ADLT,F
288(C)(1),PC,L&L W/CHILD 14 OR 15 YRS,M
288.7(A),PC,SODOMY VICTIM -10 YRS,F
626.81(A),PC,SEX OFR ON SCHL W/O PERM,M
647.6(A)(1),PC,MOLEST VIC -18 UNLW ENTRY,F
647.6(A)(2),PC,MLST VICT BLVD-18 UNLW EN,F
653B(A),PC,LOITER SCHL CHILDREN ATND,M
287(C)(3),PC,ORAL COP FORCE/THRT RETAL,F
314(1),PC,INDECENT EXPOSURE,M
314(2),PC,ASSIST INDECENT EXPOSURE,M
289.6(A)(1),PC,EMP/ETC SX CONF CONS ADLT,M
314(1),PC,IND EXP ILL ENT OCC DWELL,F
3003.6(A)(1),PC,SEX OFR WORK DAYCARE FAC,M
286(H),PC,SODOMY CONF MNTL ST HOSP,F
286(H),PC,SODOMY CONF MNTL ST HOSP,M
288.4(A)(2),PC,ARRANGE MTG W/MINOR W/PR,F
289(G),PC,SEX PEN THREAT ARREST/ETC,F
289(H),PC,SEXUAL PEN VICTIM -18,F
289(H),PC,SEXUAL PEN VICTIM -18,M
289(I),PC,SEXUAL PEN 21+ VICTIM -16,F
289(J),PC,SEX PEN -14 10+ YRS YNGR,F
311.5,PC,ADV/ETC OBSCENE MATTER,M
311.6,PC,OBSCENE LIVE CONDUCT:PUB,M
311.7,PC,MAKE DLR BUY OBSCN MTR,M
313.1(B),PC,FAK PARENT:MNR SEE H/MATR,M
311.2(A),PC,SEND/POS/ETC OBSCEN MATER,M
311.2(B),PC,OBS MATR OF MNR:COMRCIALY,F
311.4(A),PC,USE/ETC MNR:OBSCENE MATER,M
311.4(B),PC,USE/ETC MNR:CMRCL OBS MTR,F
311.2(A),PC,SEND/POS/ETC OBS MTR:W/PR,F
311.4(C),PC,USE/ETC MNR:OBSCENE MATER,F
311.2(C),PC,OBS MATR OF MNR TO MNR:PR,F
313.1(A),PC,SEL/ETC HARM MAT:MNR W/PR,F
313.1(A),PC,SELL HARMFUL MATTER MNR,M
311.4(A),PC,USE/ETC MNR OBS MATR W/PR,F
311.7,PC,MAKE DLR BUY OBSCN MTR:PR,F
311.10(A),PC,ADV OBSCN MTR DEPIC MINOR,F
311.1(A),PC,SEND/SELL/ETC OBS MTR:MNR,F
311.11(A),PC,POSS/ETC OBS MTR:MNR:SEX,M
313.1(C)(1),PC,HARM MTR:PUB VEND MACH:PR,F
313.1(C)(1),PC,HARM MTR:PUB VEND MACHINE,M
313.1(C)(2),PC,HARM MTR:UNSUP VEND MACH,M
313.1(C)(2),PC,HRM MTR:UNSUP VEND MAC:PR,F
288.2(B),PC,HARMFL MAT:EMAIL/ETC:MNR,F
311.1(A),PC,SEND/SELL/ETC OBS MTR:MNR,M
288.3(A),PC,CONTACT MNR W/INTENT SEX,F
311.11(A),PC,POSS/ETC OBS MTR:MNR:SEX,F
311.10(A),PC,ADV OBSCN MTR DEPIC MINOR,M
288.2(A)(2),PC,HRMFL MAT SENT:SEDUCE MNR,F
288.2(A)(2),PC,HRMFL MAT SENT:SEDUCE MNR,M
311.11(C)(2),PC,OBSCN MAT:MNR SEX SADISM,F
311.11(C)(2),PC,OBSCN MAT:MNR SEX SADISM,M
311.2(C),PC,DIST OBSC MTR MNR SX W/PR,M
311.2(D),PC,DIST OBSC MTR MNR SEX MNR,F
311.5,PC,ADVERT/ETC OBSC MTR W/PR,F
266J,PC,PROCR MNR -16 FOR SEX ACT,F
311.3(A),PC,SEXL EXPL MNR DPICT SX PR,M
311.3(A),PC,SEXL EXPL MNR DPICT SX PR,F
311.11(B),PC,POSS OBSC MTR MINOR W/PR,F
311.11(C)(1),PC,POSS OBSC MTR -12 SEX ACT,F
311.11(C)(1),PC,POSS OBSC MTR -12 SEX ACT,M
288.2(A)(1),PC,HRMFL MTR SENT INT/SX MNR,F
288.2(A)(1),PC,HRMFL MTR SENT INT/SX MNR,M
313.1(B),PC,MISREP PAR ADMT MNR H/MTR,F
270,PC,FAILURE TO PROVIDE,M
270C,PC,FAIL PROVIDE FOR PARENTS,M
271,PC,DES W/INT TO ABANDON -14,F
271A,PC,ABANDON CHILD UNDER 14,F
284,PC,MARRY SPOUSE OF ANOTHER,F
270A,PC,FAIL PROVIDE FOR SPOUSE,M
270,PC,FAIL PROVIDE AFTR AJUDCTN,F
281(A),PC,BIGAMY,F
271A,PC,ABANDON CHILD UNDER 14YRS,M
48454(1),EC,FAIL COMPEL MNR CONTIN ED,M
273AB(B),PC,ASLT CHILD-8:GBI:PERM INJ,F
273.5(A),PC,CRPL INJ:SPOUS/COHAB/DATE,F
273.5(A),PC,CRPL INJ:SPOUS/COHAB/DATE,M
271,PC,DSRT W/INT TO ABANDON -14,M
273.65(B),PC,VIOL PROT ORD MNR W/INJ,M
278.5(A),PC,VIOLATION CUSTODY DECREE,F
280(B),PC,CONCL ADPTBL CHILD OOS,M
281(A),PC,BIGAMY,M
280(A),PC,CONCL ADPTBL CHILD W/I ST,M
273(D),PC,PARENT RCV MULT BEN ADPTN,M
273D(A),PC,CORPORAL INJ/ETC ON CHILD,F
273A(B),PC,CHILD ABUSE W/O GBI/DTH,M
273A(A),PC,CHLD ABUSE W/POSS GBI/DTH,F
278.5(A),PC,VIOLATION CUSTODY DECREE,M
273A(A),PC,CHLD ABUSE W/POSS GBI/DTH,M
273D(A),PC,CORPORAL INJ/ETC ON CHILD,M
273.65(A),PC,VIOL PROT ORDER W/MINOR,M
273AB(A),PC,ASSLT CHLD-8 GBI RSLT DTH,F
273.5(F)(1),PC,CORP INJ SPOUSE/ETC W/PR,F
273.5(F)(1),PC,CORP INJ SPOUSE/ETC W/PR,M
273.5(F)(2),PC,CORP INJ SPOUSE W/PR BATT,M
273.5(F)(2),PC,CORP INJ SPOUSE W/PR BATT,F
273(C),PC,RCV FINAN BEN INCMP ADPTN,M
270.1(A),PC,PRNT FL SUPRVS K-8 TRUANT,M
270.5(A),PC,PRNT REF MNR CHILD SHLTR,M
273(A),PC,PAY/RCV MONEY FR ADOPTION,M
280(B),PC,CONCL ADPTBL CHILD OOS,F
319,PC,LOTTERY,M
320,PC,DRAWING LOTTERY,M
321,PC,SELL LOTTERY TICKETS,M
322,PC,AID LOTTERIES,M
323,PC,KEEP/AD LOTTERY OFFICE,M
324,PC,INSURE LOTTERY TICKETS,M
330,PC,GAMBLING,M
330.4,PC,POSS/CONTROL SLOT MACHINE,M
331,PC,PERMIT GAMBLING IN HOUSE,M
335,PC,FAIL ENFORCE GAMING LAWS,M
337I,PC,TRANSMIT RACE RESULTS,F
337S(B),PC,PLAY/ETC DRAW POKER,M
337.1,PC,TOUTING,M
337.2,PC,TOUTING/ATTEMPT TOUTING,M
337.3,PC,USE RACE OFFCL NAME:TOUT,F
337.5,PC,TOUT REFUSE TO LV TRACK,M
337.8,PC,USE CREDENTIAL TO TOUT,F
11300,PC,SOLICIT VISIT TO GAMB SHP,M
334(A),PC,HIDDEN DEVICE TO DEFRAUD,M
334(A),PC,HIDDEN DEVICE TO DEFRAUD,F
19574,BP,ENTER HORSERACE INCL:EXCL,M
326.5(B),PC,REC/PAY BINGO GM WAGE/ETC,M
326.5(N),PC,BINGO PRIZE EXCEEDS MAX,M
327,PC,ENDLESS CHAIN SCHEME,F
334(B),PC,MFG/ETC MECH DEV:DEFRAUD,M
334(C),PC,OWN/OPR RAZZLE-DAZZL GAME,M
19572,BP,ENTER HORSE RACE:EXCL/ETC,M
8880.52,GC,SELL/ETC LOTRY TKS TO MNR,M
337U(A),PC,ALTR OUTCOME GAMBLNG GAME,M
337U(B),PC,ALTER WAGER:OUTCOME KNOWN,M
337U(C),PC,CLAIM MONEY W/INT DEFRAUD,M
337U(D),PC,ENTICE OTHER TO GAMBLE,M
337U(E),PC,PLCE BET AFTER KNOW OUTCM,M
337U(F),PC,CANCL BET AFTR KNOW OUTCM,M
337U(G),PC,MANIPULATE WIT CHEAT GAME,M
337W(A),PC,UNLWFL USE COUNTRFT CHIPS,M
337X,PC,UNLWFL:CHEAT GAMBNG ESTAB,M
337Y(A),PC,UNLWFL MFG PROHIB DEVICE,M
337Y(B),PC,UNLWFL MARK GAME DEVICE,M
337J(A)(1),PC,UNLAWFUL OPR CONTRLD GAME,M
19941(A)(1),BP,UNDER 21:GAME ROOM VIOL,M
337F(A)(1),PC,CONSP STIMULATE RACEHORSE,F
337F(A)(1),PC,CONSP STIMULATE RACEHORSE,M
337F(A)(3),PC,ENTER RACEHORSE FICT NAME,F
337F(A)(3),PC,ENTER RACEHORSE FICT NAME,M
19921(A),BP,-21 NOT PERMITED GAMB EST,M
330B(A),PC,MFG/SELL SLOT MACHINE,M
287(D)(3),PC,ORAL COP:CONCRT:FORCE 14+,F
337.2,PC,TOUTING/ATTEMPT TOUTING,F
337A(A)(1),PC,POOL SELLING/BOOKMAKING,M
337A(A)(2),PC,KEEP/ETC BOOKMAKING PLACE,M
337A(A)(3),PC,RCV/HOLD GAMBLING STAKES,M
337A(A)(4),PC,RECORD/REGISTER BET/WAGER,M
337A(A)(5),PC,PERMIT GAMBLING PREMISES,M
337A(A)(6),PC,LAY/MAKE/ACCEPT WAGERS,M
337I,PC,TRANSMIT HORSERACE RESLTS,M
337J(A)(1),PC,OPR CONTROLLED GAME W/PR,F
337J(A)(2),PC,RCV COMP/REV CNTL GAME,M
337J(A)(2),PC,RCV COMP CNTL GAME W/PR,F
337J(A)(3),PC,MFG/DIST/ETC GAMBL EQUIP,M
337J(A)(3),PC,MFG/DIST/ETC GAMBL EQUIP,F
337J(B),PC,PRMT CNTL GAME BLDG/ETC,M
337J(B),PC,PRMT CNTL GAME BLDG W/PR,F
337J(C),PC,PRMT MFG/ETC GAMBL EQUIP,M
337J(C),PC,PRMT MFG GAMBL EQUIP W/PR,F
337K(A),PC,ADV NONPARIMUT WAGR W/PR,M
337W(B),PC,KNWNGLY USE UNAPPRVD CHIP,M
337W(C),PC,"POSS DVC VIOL 337U,V,X,Y",M
337W(D),PC,POSS DVC OPEN/ETC GAME,M
337W(E),PC,POSS PARAPH FOR MFG SLUGS,M
337Y(C),PC,INSTRCT OTHER IN CHEATING,M
11302,PC,SLCIT TO CRAFT GAMBL SHIP,M
11303,PC,TRANSPORT TO GAMBLE SHIP,M
11304,PC,TRANSP TO CRAFT GMBL SHIP,M
11311,PC,VIOL OF ORD FOR ABATEMENT,M
337A(A)(1),PC,POOL SELLING/BOOKMAKING,F
337A(A)(2),PC,KEEP/ETC BOOKMAKING PLACE,F
337A(A)(3),PC,RCV/HOLD GAMBLING STAKES,F
337A(A)(4),PC,RECORD/REGISTER BET/WAGER,F
337A(A)(5),PC,PERMIT GAMBLING PREMISES,F
337A(A)(6),PC,LAY/MAKE/ACCEPT WAGERS,F
326,PC,LET BLDG/VESS FOR LOTTERY,M
337H,PC,DRUG/ETC RACE/EXHB ANIMAL,M
330A(A),PC,POSS/CONTROL SLOT MACHINE,M
330.1(A),PC,MFG/SELL/POSS GAMING DVC,M
337V,PC,POSS DVC TO DTRMN OUTCOM,M
337F(A)(2),PC,KNWNLY ENTER DRGD RACEHRS,F
337F(A)(2),PC,KNWNLY ENTER DRGD RACEHRS,M
266E,PC,PAY FOR PROSTITUTION/ETC,F
267,PC,ABDUCT MNR TO PROSTITUTE,F
315,PC,KEEP HOUSE OF ILL FAME,M
316,PC,KEEP DISORDERLY HOUSE,M
318,PC,VISIT FOR GAMBLING/PROST,M
266D,PC,RECEIVE MONEY:COHAB PLCMT,F
266H(A),PC,PIMPING,F
653.23(A)(1),PC,SUPV/ETC PROSTITUTION,M
266I(A)(2),PC,PANDER PRSN F/PROST:THRET,F
266I(A)(3),PC,PANDER:PROCR PLACE F/PRST,F
266I(A)(1),PC,PANDER:PROCR PRSN F/PROST,F
266H(B)(1),PC,PIMPING:PROSTITUTE 16+,F
266H(B)(2),PC,PIMPING:PROSTITUTE -16,F
266I(B)(1),PC,PANDERING:OTHR PERSON 16+,F
266I(B)(2),PC,PANDERING:OTHR PERSON -16,F
653.23(A)(2),PC,RECEIVE PROCEED:PROSTITUT,M
266I(A)(4),PC,PANDER ENCRG PLACE PROST,F
266I(A)(5),PC,PANDER ABS POWER F/PROST,F
266I(A)(6),PC,PANDER RCV MNY PRCR PROST,F
647(B)(2),PC,PROSTITUTION PRVD COMPNS,M
647(B)(3),PC,PROSTITUTN PRVD COMP MNR,M
266,PC,ENTICE MNR FOR PROST/ETC,M
266,PC,ENTICE MNR FOR PROST/ETC,F
266A,PC,PROCURE FORCE/FRAUD PROST,F
266F,PC,SELL PERSN FR IMMRL PURPS,F
266G,PC,PROST WIFE BY FRC/FEAR,F
647(B)(1),PC,SOLICT/ENGAG PROSTITUTION,M
172A,PC,SELL LIQ NEAR UNIVERSITY,M
303A,PC,SOLICIT LIQUOR PURCHASE,M
23300,BP,SELL LIQUOR W/O LICENSE,M
23301,BP,SELL LIQUOR W/O LICENSE,M
25604,BP,UNLICENSED CLUB ROOM,M
25608,BP,POSS LIQUOR SCHOOL PROP,M
25631,BP,SELL ALCOHOL AFTER HOURS,M
25632,BP,PERMIT ALC CONSUMP AFT HR,M
25657(A),BP,HIRE PROCURE LIQUOR SALE,M
25657(B),BP,PERMIT ALCOHOL SOLICITING,M
25601,BP,DISORDERLY HOUSE,M
25602(A),BP,SELL ALC TO INTOX PERSON,M
25607(A),BP,LICENSEE POSS UNAUTH LIQ,M
25351,BP,POSS ALC BEV:CAN BE SEIZD,M
25606,BP,HIDE/ETC ILL LIQ/ETC:VEH,M
25609,BP,SEL/ETC SUBSTUTE BRND:LIQ,M
120305,HS,POSS LIQUOR:TB HOSP/ETC,M
25662(A),BP,MINOR POSSESS ALCOHOL,M
36 2.35(A)(2)(II),US,FR:POSS ALCOHOL UNDER 21,M
25616,BP,FALSIFY RECORDS:SALES ALC,M
22972,BP,FAIL DISPLAY REQ LICENSE,M
25612.5(C)(1),BP,FAIL TO POST:NO LOITERING,M
25612.5(C)(2),BP,LIC FAIL POST REQ SIGN,M
25612.5(C)(3),BP,NO ALC BEV CONSMD:RTL EST,M
25612.5(C)(4),BP,EXTR PREMS/ETC:ILLUMINATE,M
25612.5(C)(5),BP,LITTER CLEANED DAILY,M
25612.5(C)(6),BP,GRAFFITI REMOVED W/IN 72H,M
25612.5(C)(7),BP,UNOBSTRUCTED VIEW FOR LEP,M
25612.5(C)(8),BP,PUBLIC PHONE:REQ DEVICE,M
25612.5(C)(10),BP,APP OPER STNDRS VIOLATION,M
25659.5(D),BP,BUY KEG BEER W/FALSE ID,M
172(A),PC,SELL LIQUOR NEAR PRISON,M
538D(B)(2),PC,WEAR FALSE BADGE IMPRS PO,M
303,PC,HIRE PERSN PROCURE LIQUOR,M
172B(1),PC,SELL LIQUOR NEAR UCLA,M
172D(1),PC,SELL LIQUOR NEAR RIVERSID,M
172G(A),PC,SELL LIQ NR CRTN COLL/ETC,M
397,PC,FURN LIQUOR DRUNKARD/ETC,M
655(B),HN,DUI:USE WATERCRAFT,M
23153(B),VC,DUI .08 ALCOHOL:BODLY INJ,F
23153(D),VC,DUI:ALC .04:CMRCL VEH:INJ,F
655(E),HN,ADDICT USE WATERCRAFT,M
23152(C),VC,ADDICT DRIVE VEHICLE,M
655(F),HN,NEG USE WATERCRAFT UI:INJ,F
21407.1(A),PU,OPR AIRCRAFT:UND DRUG/ALC,M
23152(B),VC,DUI ALCOHOL/0.08 PERCENT,M
21200.5,VC,RIDE BIKE UNDER INFLUENCE,M
23152(D),VC,DUI:ALC/.04 COMERCIAL VEH,M
655(C),HN,USE WATERCRAFT:BAC .08 +,M
21221.5,VC,OPR MOTR SCOOTR UNDER INF,M
23152(B),VC,DUI 0.08 W/PR:PER 23550VC,F
23152(A),VC,DUI W/PRIORS:PER 23550 VC,F
23152(A),VC,DUI ALCOHOL,M
23153(A),VC,DUI ALCOHOL:CAUSE BOD INJ,F
23153(A),VC,DUI ALCOHOL:CAUSE BOD INJ,M
23153(B),VC,DUI .08 ALCOHOL:BODLY INJ,M
655(D),HN,OPERATE REC VES:.04+,M
655(F),HN,NEG USE WATERCRAFT UI:INJ,M
23152(F),VC,DUI ANY DRUG,M
23152(G),VC,DUI ALCOHOL AND DRUG,M
23153(F),VC,DUI DRUG:CAUSE BODILY INJ,M
23153(F),VC,DUI DRUG:CAUSE BODILY INJ,F
23153(G),VC,DUI ALC/DRUG:CAUS BOD INJ,M
23153(G),VC,DUI ALC/DRUG:CAUS BOD INJ,F
23152(E),VC,DUI:ALC/.04 PASS FOR HIRE,M
273E,PC,MINOR IN IMPROPER PLACE,M
273F,PC,MINOR IN IMMORAL PLACE,M
273G,PC,IMMORAL ACTS BEFORE CHILD,M
309,PC,KEEP MINOR IN BROTHEL,M
336,PC,LET MNR GAMBLE IN SALOON,M
25658(A),BP,SELL/ETC LIQUOR TO MINOR,M
25658(C),BP,LET MINOR DRINK LIQUOR,M
25664,BP,ADV:ENCORAGE MNR TO DRINK,M
25660.5,BP,FURNISH MINOR W/FALSE ID,M
653J(A),PC,SOLCT/ETC MNR SPEC FELONY,F
307,PC,SELL/ETC CAKE/ETC:ALC:MNR,M
25663(A),BP,USE MINOR LIQUOR PREMISES,M
272(A)(1),PC,CONTRIB DELINQUENCY MINOR,M
272(B)(1),PC,CDM:ADULT STRNGR LURE MNR,M
25663(B),BP,UNSUPV MNR SALE LIQUOR,M
273I(A),PC,PUBLSH INFO MNR COMMT CRM,M
146B,PC,REQ/ETC INFO GUIS GOV ENT,M
377,PC,IMPERSONATE TO GET DRUGS,M
530,PC,PERSONATE GET MONEY/PROP,F
538B,PC,USE SECRET SOCTY GET AID,M
4570.5,PC,FALSE ID ENTER JAIL,M
538A,PC,USE OTHRS NM ON LTR NWSPR,M
2885,BP,IMPERSONATE L.V.N.,M
530,PC,PERSONATE GET MONEY/PROP,M
146(A),PC,MAKE ARREST/ETC W/O AUTH,M
530.5(A),PC,GET CREDIT/ETC OTHER'S ID,F
538D(A),PC,WEAR/ETC ID/ETC:IMPERS PO,M
530.5(A),PC,OBT CREDIT/ETC:OTHER'S ID,M
538F,PC,IMP PUBLIC UTILITY EMP,M
530.5(E),PC,COMMIT MAIL THEFT,M
530.5(C)(1),PC,POSS PRSNL ID WIT DEFRAUD,M
538D(B)(1),PC,WEAR/ETC PO BADGE FRAUDLY,M
528.5(A),PC,IMPERSN W/O CNSNT:WEBSITE,M
529(A)(1),PC,PERSONATE TO POST BAIL,F
529(A)(1),PC,PERSONATE TO POST BAIL,M
529(A)(2),PC,PERSNATE:RECORDED DOCUMNT,F
529(A)(2),PC,PERSNATE:RECORDED DOCUMNT,M
529(A)(3),PC,PERSNATE:MAKE OTHR LIABLE,F
529(A)(3),PC,PERSNATE:MAKE OTHR LIABLE,M
538H(A),PC,IMPERS S/RESC TO OBT AID,M
538H(B)(1),PC,IMPERS S/RESC TO DEFRAUD,M
538H(B)(2),PC,IMPERS S/RESC INDUCE BEL,M
146(B),PC,SEIZE/LEVY PROP W/O AUTH,M
146(C),PC,DSPSSESS LND/ETC W/O AUTH,M
146A(A)(1),PC,FLS DEPUTY/ETC ARREST/DTN,M
146A(A)(2),PC,FLS DEPUTY/ETC INTIMIDATE,M
146A(A)(3),PC,FLS DEPUTY/ETC SRCH PERSN,M
146A(A)(4),PC,FLS DEPUTY/ETC OBT MONEY,M
146A(B)(1),PC,FLS PUB OFCR ARREST/DETN,M
146A(B)(1),PC,FLS PUB OFCR ARREST/DETN,F
146A(B)(2),PC,FLS PUB OFCR INTIM PERSON,M
146A(B)(2),PC,FLS PUB OFCR INTIM PERSON,F
146A(B)(3),PC,FLS PUB OFCR SEARCH PERSN,M
146A(B)(3),PC,FLS PUB OFCR SEARCH PERSN,F
146A(B)(4),PC,FLS PUB OFCR OBTAIN MONEY,M
146A(B)(4),PC,FLS PUB OFCR OBTAIN MONEY,F
532B(B),PC,FRDLNT CLM NONVET OBT MNY,M
532B(C)(1),PC,FRDLNT MIL DECOR OBT MNY,M
532B(C)(2),PC,FRDLNT CLM VET OBT MONY,M
532B(D),PC,FORGE MIL DOCS OBT MONEY,M
532B(E),PC,WEAR MIL UNIF OBT MONEY,M
532B(F),PC,USE FLS MIL ID OBTN MNY,M
532B(G),PC,FLS MIL UNIF IMPRS CHAR,M
532B(H),PC,MISREP AS VET FR EMPLYMNT,M
538D(C)(1),PC,MAKE DECPTV BADG IMPRS PO,M
538D(E)(2),PC,UNLAWFUL SALE PO UNIFORM,M
538E(B)(1),PC,WEAR BADGE IMPRS FIRFGHTR,M
538E(B)(2),PC,WEAR/USE FD OFCR BADGE,M
538G(B),PC,WEAR/ETC CITY/CO ID IMPRS,M
529.6(B)(1),PC,FLS REP CENSUS TKR INTRFR,M
529.6(B)(2),PC,CENSUS ACTIVTY INT INTRFR,M
528,PC,MARRY UNDR FLS PERSNATION,F
530.5(D)(1),PC,CONVEY PRSNL ID INT DFRD,F
530.5(D)(1),PC,CONVEY PRSNL ID INT DFRD,M
530.5(D)(2),PC,SELL PRSNL ID UNLAW USE,F
530.5(C)(3),PC,POSS ID OF 10+ PERSN DFRD,F
530.5(C)(3),PC,POSS ID OF 10+ PERSN DFRD,M
538E(A),PC,IMPERSONATE FIREMAN,M
532B(A),PC,IMPRS VETERAN TO SOLICIT,M
148.7,PC,IMPRS TO SRV OTHERS SENT,M
530.5(C)(2),PC,ACQ/POSS ID INFO DFRD PR,F
530.5(C)(2),PC,ACQ/POSS ID INFO DFRD PR,M
538E(C),PC,WEAR/ETC FD BADGE/ETC DCV,M
538E(E)(3),PC,SELL FD UNIFORM NONAUTH,M
659,PC,AIDING IN MISDEMEANOR,M
653F(B),PC,SOLICIT TO COMMIT MURDER,F
18 371,US,CRIMINAL CONSPIRACY,F
182(A)(1),PC,CONSPIRACY:COMMIT CRIME,F
182(A)(2),PC,CONSP:FALSE/ETC INDICTMNT,F
182(A)(6),PC,CONSP:AGAINST EXEC OFICER,F
182.5,PC,CONSPIRE COMMIT FEL:GANG,F
653F(A),PC,SOLICIT SPEC CRIMNAL ACTS,M
